premise_code,premise,address,premise_type,state,district
21716,99 SPEEDMART TAMAN MELUR,"NO M40 & M41 (G), JALAN MELUR 1,,TAMAN MELUR, JALAN WANG TEPUS,,JITRA, KEDAH",Pasar Mini,Kedah,Kubang Pasu
21428,99 SPEEDMART TAMAN PERKASA,"99 SPEEDMART SDN BHD, NO 25&27 (G),  JALAN PERKASA 1,TAMAN PERKASA, TELUK INTAN,",Pasar Mini,Perak,Hilir Perak
21402,99 SPEEDMART TAMAN PIANDANG INDAH,"NO 2&2A(G), JALAN PIANDANG18, TAMAN PIANDANG INDAH,TANJUNG PIANDANG,",Pasar Mini,Perak,Kerian
21581,99 SPEEDMART TAMAN PUSAT KEPONG,"NO. 42 (G), JALAN 10/40,TAMAN PUSAT KEPONG,",Pasar Mini,W.P. Kuala Lumpur,Kepong
18120,99 SPEEDMART TAMAN RENGAS JAYA,"NO. 16 & 17 (GROUND FLOOR),PERSIARAN RENGAS JAYA,TAMAN RENGAS JAYA, PADANG RENGAS, PERAK",Pasar Mini,Perak,Kuala Kangsar
22007,99 SPEEDMART TAMAN RIA INDAH,"NO A-119 (G), LORONG RIA INDAH 12,,TAMAN RIA INDAH,,SUNGAI PETANI KEDAH.",Pasar Mini,Kedah,Kuala Muda
18472,99 SPEEDMART TAMAN SEROJA,"NO. 12 & 14(GF), JALAN SEROJA 7,TAMAN SEROJA, BANDAR BARU SALAK TINGGI,43900 SEPANG SELANGOR.",Pasar Mini,Selangor,Sepang
21714,99 SPEEDMART TAMAN SRI BINTANG,"NO. 25, JALAN 3/36,BUKIT SRI BINTANG,",Pasar Mini,W.P. Kuala Lumpur,Segambut
21113,99 SPEEDMART TAMAN SRI PANTAI,"NO 3 & 4 GROUND FLOOR,JALAN TAMAN SRI PANTAI,",Pasar Mini,Johor,Mersing
21710,99 SPEEDMART TAMAN TENGKU MAHERAN,"NO 11 & 12 (G), JALAN TENGKU MAHERAN 2,,TAMAN TENGKU MAHERAN,,BANDAR DARULAMAN, JITRA, KEDAH",Pasar Mini,Kedah,Kubang Pasu
20989,99 SPEEDMART TAMBUN,"NO 31 & 32,PERSIARAN SCI 2/1, TAMAN REKREASI TAMBUN,BANDAR SUNWAY CITY",Pasar Mini,Perak,Kinta
18121,99 SPEEDMART TAPAH,"24, JALAN STESEN,35000 TAPAH,  PERAK,",Pasar Mini,Perak,Batang Padang
22004,99 SPEEDMART TASEK,"JALAN TAWAS BARU 1,TAMAN TASEK DAMAI,",Pasar Mini,Perak,Kinta
21369,99 SPEEDMART TENGKU HUSSEIN,"NO 9 & 11, GROUND FLOOR, JALAN PUSAT SYUKUR,,JALAN BARU,KAMPUNG TENGKU HUSSEIN",Pasar Mini,Perak,Kinta
17876,A HONG'S GROCER,"JALAN LUAK BAY,98000 MIRI,SARAWAK",Pasar Raya / Supermarket,Sarawak,Miri
21348,A HONG'S GROCER - TUDAN,"LOT 10772-10779, JALAN TUDAN,,98000 MIRI, SARAWAK,",Pasar Raya / Supermarket,Sarawak,Miri
904,A. ABDUL HAMEED RESTORAN,"NO 164,JLN YAM TUAN,72000 KUALA PILAH, NEGERI SEMBILAN.",Restoran India Muslim,Negeri Sembilan,Kuala Pilah
2237,A. AZEEZ CAFE,"121, JALAN PERPATEH,72000 KUALA PILAH, N.SEMBILAN,",Restoran India Muslim,Negeri Sembilan,Kuala Pilah
20971,AADHI ENTERPRISE,"NO 5, TAMAN INTAN JAYA,JALAN MANGGIS,",Kedai Runcit,Perak,Hilir Perak
21780,ABCD PALACE SDN BHD,"LOT 231,,BANDAR PASIR PUTEH,PASIR PUTEH",Pasar Mini,Kelantan,Pasir Puteh
15917,ABD WAHAB ABD KADIR (RHU MUDA),"LOT 1032F,KG RHU MUDA,",Kedai Runcit,Terengganu,Marang
21949,ABDUL AZIZ SAVE MART,"NO. 53, 54, 55 & 56, JALAN TENGGARA 2/1,TAMAN ANGGERIK,",Pasar Mini,Johor,Kota Tinggi
2197,ABDUL RAZAK BIN RAMLI,"NO. 21, MEDAN SELERA,72000 KUALA PILAHN.SEMBILAN,",Medan Selera,Negeri Sembilan,Kuala Pilah
11164,ABE LI ROTI CANAI,"MEDAN SELERA  JELI ,JALAN JELI DABONG,",Restoran Melayu,Kelantan,Jeli
20930,ABT FRESH & FROZEN FOOD SUPPLY MERSING,"NO 93 & 95 JALAN ENDAU,86800 MERSING,",Pasar Mini,Johor,Mersing
21761,AD MOHD ENTERPRISE,"PT 781,,KG MANOK, MULONG,KOTA BHARU",Pasar Mini,Kelantan,Kota Bharu
18574,ADAM CAFE,"KG. BERANGAN,JELAWANG, DABONG,",Restoran Melayu,Kelantan,Dabong
4669,ADENAN AND CATERING,"ALAN BUANGSIOL,98700 LIMBANG, SARAWAK.,",Restoran Melayu,Sarawak,Limbang
11564,AEON ( AU2 ),"NO. 6, JALAN TAMAN SETIAWANGSA,AU2, TAMAN KERAMAT,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Setiawangsa
3130,AEON ( METRO PRIMA ),"NO.1, JALAN METRO PRIMA,KEPONG,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Kepong
3003,AEON ( MID VALLEY ),"1st FLOOR, UNIT AT3, MID VALLEY MEGAMALL,MID VALLEY CITY,LINGKARAN SYED PUTRA,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Lembah Pantai
11622,AEON ( WANGSA MAJU ),"1ST FLOOR, ALPHA ANGLE SHOPPING CENTRE,JALAN R1, SEKSYEN 1 WANGSA MAJU,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Wangsa Maju
14811,AEON (SEREMBAN 2),"112,PERSIARAN S2 B1, SEREMBAN 2,70300 SEREMBAN, NEGERI SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Seremban
11652,AEON (TAMAN MALURI ),"NO. 52, JALAN JEJAKA,TAMAN MALURI,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Cheras
18098,AEON BIG ( DANAU KOTA ),"LOT PT 9830, JALAN LANGKAWI,TAMAN DANAU KOTA,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Wangsa Maju
3150,AEON BIG ( KEPONG ),"NO.2, JALAN METRO PERDANA,TAMAN USAHAWAN KEPONG,",Hypermarket,W.P. Kuala Lumpur,Kepong
435,AEON BIG ( MID VALLEY ),"UNIT AT3,MID VALLEY MEGAMALL,LINGKARAN SYED PUTRA, MID VALLEY CITY,",Hypermarket,W.P. Kuala Lumpur,Lembah Pantai
5093,AEON BIG ( SRI PETALING ),"LG & GF, ENDAH PARADE SHOPPING MALL,NO.1, JALAN 1/149E,TAMAN SRI ENDAH,",Hypermarket,W.P. Kuala Lumpur,Bandar Tun Razak
429,AEON BIG ( WANGSA MAJU ),"NO.6, JALAN 8/27A,SEKSYEN 5, WANGSA MAJU,",Hypermarket,W.P. Kuala Lumpur,Setiawangsa
16356,AEON BIG (KLUANG),"LOT 1824,MUKIM KLUANG,86000 KLUANG, JOHOR.",Hypermarket,Johor,Kluang
21072,AEON BIG (M) SDN BHD,"NO 2929,JALAN KELISA EMAS 1,",Hypermarket,Pulau Pinang,Seberang Perai Tengah
380,AEON BIG ALAMANDA,"LOWER GROUND FLOOR & GROUND FLOOR,ALAMANDA PUTRAJAYA SHOPPING CENTRE, PRESINT 1,62000 PUTRAJAYA",Hypermarket,W.P. Putrajaya,Wp Putrajaya
15536,AEON BIG BUKIT TENGAH,"NO 9, TINGKAT BUKIT MINYAK 1,TAMAN BUKIT MINYAK,14000 BUKIT MERTAJAM, PULAU PINANG.",Hypermarket,Pulau Pinang,Seberang Perai Tengah
4304,AEON BIG EAST COAST MALL,"JALAN PUTRA SQUARE,KUANTAN, PAHANG DARUL MAKMUR,",Hypermarket,Pahang,Kuantan
18095,AEON BIG FALIM,"NO 1, HALA FALIM 1,TAMAN MAS JAYA FALIM,30200 IPOH, PERAK",Pasar Raya / Supermarket,Perak,Kinta
3904,AEON BIG KAPAR,"NO. 2, JALAN HARMONI 3,KU3, SUNGAI PINANG,42100 KLANG,SELANGOR DARUL EHSAN",Hypermarket,Selangor,Klang
15750,AEON BIG PUCHONG UTAMA,"LOT 4029,PERSIARAN PUCHONG UTAMA,47100, PUCHONG, SELANGOR.",Hypermarket,Selangor,Petaling
14661,AEON BIG SEKSYEN 23,"SEKSYEN 23,40300 SHAH ALAM, SELANGOR.,",Hypermarket,Selangor,Petaling
14663,AEON BIG SEKSYEN 32,"SEKSYEN 32,40300 SHAH ALAM, SELANGOR.,",Hypermarket,Selangor,Petaling
3178,AEON BIG SUBANG JAYA,"NO 3 JALAN SS16/1,47500 SUBANG JAYA, SELANGOR DARUL EHSAN,",Hypermarket,Selangor,Petaling
17859,AEON BIG SUTERA MALL,"NO 1, JALAN SUTERA TANJUNG 8/4,TAMAN SUTERA UTAMA,81300 JOHOR BAHRU, JOHOR",Hypermarket,Johor,Johor Bahru
16087,AEON CO. (M) BHD SERI MANJUNG STORE,"1ST FLOOR, MANAGEMENT OFFICE,PUSAT PERNIAGAAN MANJUNG POINT 3,32040 SERI MANJUNG, PERAK",Hypermarket,Perak,Manjung
17167,AEON CO.(M) BHD.,"LOT 8576 & 8577, PUSAT MEMBELI-BELAH AEON,JALAN KAMUNTING,34000 TAIPING, PERAK",Hypermarket,Perak,"Larut, Matang & Selama"
21266,AEON IOI PUTRAJAYA STORE,"AEON IOI PUTRAJAYA STORE,Lot 2AT-1&2,,IOI City Mall Lebuh IRC, IOI Resort City",Hypermarket,W.P. Putrajaya,Wp Putrajaya
14807,AEON KINTA CITY,"JUSCO IPOH,NO.2 JALAN TEH LEAN SWEE,TAMAN IPOH SELATAN, 31400 IPOH PERAK",Pasar Raya / Supermarket,Perak,Kinta
17637,AEON MALL KOTA BHARU,"KAMPUNG LEMBAH SIREH,15050 KOTA BHARU, KELANTAN.,",Hypermarket,Kelantan,Kota Bharu
20922,AEON MALL KUCHING CENTRAL,"Lot F20 & F21, First Floor,,Jln Tun Datuk Patinggi Haji Ahmad Zaidi Adruce, Min Chu Garden, 93200 Kuching, Sarawak,",Hypermarket,Sarawak,Kuching
17101,AEON MALL KULAIJAYA,"PTD 106273 PERSIARAN INDAPURA UTAMA,BANDAR INDAHPURA,81000 KULAIJAYA, JOHOR",Pasar Raya / Supermarket,Johor,Johor Bahru
12743,AEON MALL TAMAN UNIVERSITI,"NO. 4, JALAN PENDIDIKAN,TAMAN UNIVERSITI,81300 SKUDAI, JOHOR BAHRU, JOHOR,",Pasar Raya / Supermarket,Johor,Johor Bahru
3366,AEON MAXVALU PRIME ( DESA PARK CITY ),"LOT GF22, GROUND FLOOR,THE WATERFRONT@DESA PARKCITY,5, PERSIARAN RESIDEN,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Segambut
17712,AEON MAXVALU PRIME ( SUNWAY VELOCITY MALL ),"B-01 FLOOR, SUNWAY VELOCITY MALL,LINGKARAN SV SUNWAY VELOCITY,JALAN PEEL,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Cheras
20690,AEON MAXVALU THE PRIME (SPHERE BANGSAR SOUTH ),"LG-1A & 1B, LEVEL LOWER GROUND,THE SPHERE, NO.1, AVENUE 1, BANGSAR SOUTH,NO.8, JALAN KERINCHI,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Lembah Pantai
21705,AEON SUPERMARKET UNITED POINT,"LOT LG-03, LEVEL G, UNITED POINT,10, JALAN LANG EMAS,SEGAMBUT",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Segambut
16549,AF MAJU JAYA ENTERPRISE,"NO 14, JALAN PERTIWI,TAMAN PERTIWI SERIA B,01000 KANGAR, PERLIS",Kedai Runcit,Perlis,Kangar
21477,AF ROSEGOLD ENTERPRISE,"LOT 1912-A,KAMPUNG GONG KIAT,",Kedai Runcit,Terengganu,Kuala Terengganu
20968,AFLAH NIZAM,"NO 721,LORONG 25,TAMAN BERKAT, SIMPANG",Pasar Mini,Perak,"Larut, Matang & Selama"
17864,AGRO BAZAAR,"TAMAN TITIWANGSA,GUA MUSANG,KELANTAN.",Kedai Runcit,Kelantan,Gua Musang
20839,AGRO BAZAAR RAZALI GELUGOR,"716-C,HADAPAN BALAIRAYA GELUGOR KEDAI,KUALA TERENGGANU",Kedai Runcit,Terengganu,Kuala Terengganu
21483,AGRO BAZAAR TAMAN PERMINT JAYA,"FAMA CORPORATION SDN. BHD.,910 & 911, BANGUNAN SEDC,PERMIN JAYA",Kedai Runcit,Terengganu,Kuala Terengganu
20825,AGRO BAZAR RAKYAT,"PASAR SEGAR AYOB, DEPAN SEKOLAH KEB ALOR PASIR,TANAH MERAH,",Pasar Basah ,Kelantan,Tanah Merah
20896,AGROBAZAAR CHENDERING,"LOT 2965,KAWASAN PERINDUSTRIAN CHENDERING,",Kedai Runcit,Terengganu,Kuala Terengganu
22028,AGROBAZAAR RAKYAT,"116 & 118 JALAN DATO ISMAIL HASHIM, TAMAN TUNAS MUDA,SUNGAI ARA, BAYAN LEPAS, PULAU PINANG,",Pasar Mini,Pulau Pinang,Barat Daya
18520,AHMAD FAIZOL BIN ABDUL RASHID,"E F 93, KG KETAPANG HILIR PEKAN, PAHANG,",Restoran Melayu,Pahang,Pekan
21607,AI MINI MART,"NO 36 ( GROUND FLOOR ) LORONG 6C/91,TAMAN SHAMELIN PERKASA,",Pasar Mini,W.P. Kuala Lumpur,Cheras
16307,AIDA'S CORNER,"BANGUNAN CENTRE POINTJALAN HAJI ABDUL RAHMAN25000 KUANTAN.,",Foodcourt,Pahang,Kuantan
21850,AISHAH MART,"KEDAI RUNCIT 24 JAM,NO 5 LOT 1997 DEPAN MASJID HADHARI,CABANG TIGA JERTEH, JERTEH",Kedai Runcit,Terengganu,Besut
21235,AK MAJU MINI MART,"NO 37, TINGKAT BAWAH JAKLAN 3/62B,,BANDAR MANJALARA KEPONG,,",Pasar Mini,W.P. Kuala Lumpur,Segambut
22052,AKBAR MINI MARKET,"2,2,",Kedai Runcit,Sabah,Lahad Datu
21168,AKHDAR MINI MART,"NO 18,TINGKAT BAWAH BLOK B,BANGUNAN LKNP TANAH PUTIH,25150 KUANTAN,PAHANG",Pasar Mini,Pahang,Kuantan
21177,AKMA CARLY ENTERPRISE,"NO 30,JALAN TAS 4,TAMAN TAS",Kedai Runcit,Pahang,Kuantan
21299,AL ASYI SEK 7 SHAH ALAM,"AL ASYI ENTERPRISE, VG-46 BLOCK N JALAN PLUMBUM,,V7/V PUSAT KOMERSIAL SEKSYEN 7,",Pasar Mini,Selangor,Petaling
21286,AL BAIK SPEEDMART,"Hutan Kampung,,Jalan Langgar, Kedah,",Pasar Mini,Kedah,Kota Setar
21788,AL HIJRAH MAJU TRADING,"LOT 1547-B, BT 1 3/4,,JALAN PENGKALAN CHEPA,KOTA BHARU",Kedai Runcit,Kelantan,Kota Bharu
21803,AL KHALISH GROUP SDN BHD - KUBANG KERIAN,"LOT 1962 JALAN PASIR PUTEH,,KG CHICHA,,KUBANG KERIAN",Pasar Mini,Kelantan,Kota Bharu
21784,AL KHALISH GROUP SDN BHD - PASIR TUMBOH,"TINGKAT BAWAH, 8084, 8085 DAN 8086,,BANDAR SATELIT ISLAM,,PASIR TUMBOH",Pasar Mini,Kelantan,Kota Bharu
18287,AL NAZ MAJU PRESINT 11,"JALAN JATI BUKIT P11/25,PRESINT 11,62300 PUTRAJAYA",Restoran India Muslim,W.P. Putrajaya,Wp Putrajaya
21863,ALDI SUPERMARKET,"LOT 20 HINGGA LOT 27, BLOK 3, JALAN HOSPITAL, 95000 SRI AMAN, SARAWAK,LOT 20 HINGGA LOT 27, BLOK 3, JALAN HOSPITAL, 95000 SRI AMAN, SARAWAK,",Pasar Raya / Supermarket,Sarawak,Sri Aman
22152,AL-FALAH MART,"LOT 1371/B,C & D, TINGKAT BAWAH,JALAN PCB CABANG 3, KEDAI BULOH KG BADANG,",Pasar Mini,Kelantan,Kota Bharu
1172,AL-HADAD,"NO 85, JALAN BESAR,83700 YONG PENG,JOHOR DARUL TAKZIM",Restoran India Muslim,Johor,Batu Pahat
15735,ALI FOOD'S CORNER,"C-01-G M AVENUE, JLN SEGAMBUT, 51200 KL.,",Restoran India Muslim,W.P. Kuala Lumpur,Segambut
17534,ALI HYPERMARKET,"97A, 97B,97C,KAMPUNG PADANG MIDIN,",Kedai Runcit,Terengganu,Kuala Terengganu
20796,ALI SHOPPING CENTRE SDN BHD,"NO.14 &16, JALAN LIKU B,8/B 40000 SHAH ALAM, SELANGOR,",Pasar Mini,Selangor,Petaling
21993,ALI STORE FRESH MART,"LOT NO 3, GROUND FLOOR,TAMAN VILLA PALMA COMMERCIAL SHOPLOT,",Pasar Raya / Supermarket,Sabah,Keningau
15913,ALIAS MINI MARKET,"NO.3 BANGUNAN MARA,MARANG,TERENGGANU,",Pasar Mini,Terengganu,Marang
21597,ALIAS MINI MARKET,"NO.3,BANGUNAN MARA,",Kedai Runcit,Terengganu,Marang
21189,ALIEF MAJU ENT (M) SDN BHD (KUALA BETIS),"RPS KUALA BETIS, 18300 GUA MUSANG, KELANTAN,RPS KUALA BETIS, 18300 GUA MUSANG, KELANTAN,",Kedai Runcit,Kelantan,Gua Musang
18047,ALIEF MAJU ENTERPRISE SDN BHD,"NO. 29 LORONG BBKL 2/3/2BANDAR BARU, 27200 KUALA LIPIS PAHANG,",Restoran India Muslim,Pahang,Lipis
2333,ALIEF MAJU SDN. BHD (GUA MUSANG),"PT 7777 TAMAN MESRA,GUA MUSANG,",Kedai Runcit,Kelantan,Gua Musang
2286,ALIEF MAJU SDN. BHD. (CHIKU 3),"JALAN KLINIK CHIKU 3,FELDA CHIKU 3,",Kedai Runcit,Kelantan,Gua Musang
22053,AL-MADINA STORE,"2,2,",Kedai Runcit,Sabah,Lahad Datu
16467,AL-TAQWA TAWAKKAL SDN.BHD,"LOT 2736,JALAN RAYA TIMUR-BARAT,JELI,KELANTAN,",Kedai Runcit,Kelantan,Jeli
8754,ALUN COLDSTORAGE MARKET,"NO.9,JULAU BAZAR,",Kedai Runcit,Sarawak,Julau
17884,AM FAMILY MART SDN. BHD.,"NO. 26-27, GROUNDFLOOR, BDA SHAHIDA COMMERCIAL CENTRE,97000 BINTULU, SARAWAK,",Kedai Runcit,Sarawak,Bintulu
21800,AM GADING RESOURCES,"LOT 4553,KG BUKIT GADING,TANAH MERAH, KELANTAN",Kedai Runcit,Kelantan,Tanah Merah
21304,AMANSAF SEK 24 SHAH ALAM,"NO 14, JALAN TIMUN 24/E,,SEKSYEN 24, 40300 SHAH ALAM,",Pasar Mini,Selangor,Petaling
21365,AMF FRESH MART,"TINGKAT BAWAH PERSIARAN PH SENTRAL,1, PHSENTRAL,PENGKALAN HULU",Pasar Raya / Supermarket,Perak,Hulu Perak
21222,AMHO MART,"PT 685, 686, 687 J,ALAN PADANG, 18500 MACHANG, KELANTAN,",Pasar Mini,Kelantan,Machang
1450,AMIDI ENTERPRISE,"KG.GEMANG,AYER LANAS JELI.,",Kedai Runcit,Kelantan,Jeli
17533,AMZ HYPERUNCIT,"7716-K-1,JALAN BANGGOL PERADONG,KAMPUNG LAPANG SIRA,MANIR,",Kedai Runcit,Terengganu,Kuala Terengganu
21891,ANAA HALAL MART,"NO. 27, JALAN SENIMAS 1, BETING,,KUALA PILAH,",Kedai Runcit,Negeri Sembilan,Kuala Pilah
22029,ANB MART,"C-0-5, M AVENUE, JALAN 1/38A,TAMAN SRI SINAR,",Pasar Mini,W.P. Kuala Lumpur,Segambut
21746,ANDALUSIA MINI MARKET,"LOT 126, KG CHEMPAKA,,PENGKALAN CHEPA,",Kedai Runcit,Kelantan,Kota Bharu
14846,ANEKA SELERA(MEDAN SELERA),"ANEKA SELERANO.7 MEDAN SELERA BIDOR,35500 BIDOR.,",Medan Selera,Perak,Batang Padang
17958,ANGEE WHOLESALE SDN. BHD,"PANDAN MALIM. LOT4233,PLAZA PANDAN MALIM,JALAN BALAI PANJANG, 75250 MELAKA",Pasar Mini,Melaka,Melaka Tengah
6225,ANJUNG SELERA,"JALAN KIARA,TAMAN SIMPANG,34700 SIMPANG, PERAK.,",Restoran Melayu,Perak,"Larut, Matang & Selama"
16643,ANJUNG SELERA J,"NO. 48 JALAN TENGKU ISMAIL28000 TEMERLOH PAHANG,",Restoran Melayu,Pahang,Temerloh
17829,ANN LEE RESTORAN,"11,JALAN MERBAU,KOTA BHARU,",Restoran Cina,Kelantan,Kota Bharu
22141,ANSAR MART,"LOT 9495 A,,KAMPUNG RHU RENGGEH,",Kedai Runcit,Terengganu,Marang
21786,ANZ SUPERMART,"PT 5091 LEBUHRAYA KUALA KRAI-GUA MUSANG,KG LALOH,KUALA KRAI, KELANTAN",Pasar Mini,Kelantan,Kuala Krai
21805,AONE HERIGATE,"PT 3133,KG HAJI KASSIM BANGGU,BUKIT MARAK KOTABHARU,KELANTAN",Kedai Runcit,Kelantan,Kota Bharu
21335,AQILAH KHAYLA PADANG JAWA,"LOT621 JALAN MAT RAJI, PADANG JAWA,,40200 SHAH ALAM,",Pasar Mini,Selangor,Petaling
17900,ARAFAT MINI MARKET SABINDO,"LOT 11, JALAN PAPAR,TAMAN PANTAI PEKAN LOK KAWI,89600 PAPAR, SABAH.",Kedai Runcit,Sabah,Papar
21038,ARDA FRESH MART SDN BHD,"40 A, LORONG BERTAM INDAH12,,TAMAN BERTAM INDAH,",Pasar Mini,Pulau Pinang,Seberang Perai Utara
21413,ARDA TH FRESH MART,"NO 33, 35 & 37, LORONG PK 7, JALAN STESYEN,,KAWASAN PERUSAHAAN KAMUNTING, KAMUNTING,",Pasar Raya / Supermarket,Perak,"Larut, Matang & Selama"
17792,ARIDAH POHON TANJUNG,"LOT 849,KAMPUNG POHON TANJUNG,",Kedai Runcit,Kelantan,Pasir Mas
18378,ARKED POKOK ASAM SATU RESTORAN,"PERSIARAN BUNGA RAYA, LANGKAWI MALL07000 LANGKAWI, KEDAH,",Restoran Cina,Kedah,Langkawi
15655,AS BORONG & RUNCIT,"DEPAN KUIL INDIA,16200 TUMPAT, KELANTAN.,TUMPAT,",Kedai Runcit,Kelantan,Tumpat
18270,ASAM PEDAS MERECIK MAMA,"USAHA TULIN ENTERPRISE, NO 242 F, KAMPUNG MAKAM TAUHID, 81900 KOTA TINGGI, JOHOR.,",Restoran Melayu,Johor,Kota Tinggi
11157,ASAM PEDAS SELERA KAMPUNG,"G2 JALAN P.M.3,MAHKOTA SQUARE,75000 MELAKA",Restoran Melayu,Melaka,Melaka Tengah
4950,ASTAKA KAMPUNG MELAYU,"GERAI PERSILA KAMPUNG MELAYU,KAMPUNG MELAYU,11500 AYER ITAM,PULAU PINANG.,",Medan Selera,Pulau Pinang,Timur Laut
10162,ATAN CORNER,"NO 1,PERSIARAN SRI MAS 1,35500 BIDOR, PERAK DARUL RIDZUAN.",Restoran Melayu,Perak,Batang Padang
16647,ATHIRAH TOM YAM & SEAFOOD,"PORT DICKSON,71000 PORT DICKSON, NEGERI SEMBILAN,",Restoran Melayu,Negeri Sembilan,Port Dickson
2908,AULIAH RESTAURANT,"JALAN KEMBANGMETRO COMMERCIAL COMPLEXP.O.BOX 6023191111 LAHAD DATUSABAH,",Restoran India Muslim,Sabah,Lahad Datu
3053,AULIAH TRADING,"JALAN TERATAI,P.O.BOX 60231,91111 LAHAD DATU, SABAH.",Kedai Runcit,Sabah,Lahad Datu
17806,AUNIEY FOOD JUNCTION,"MEDAN SELERA STADIUM,TINGKAT BAWAH S1717,MEDAN SELERA USAHAWAN",Restoran Melayu,Kelantan,Kota Bharu
17616,AWAH ALIFA API-API CENTER,"Unit No.5-G09,Block 5 Ground Floor, Api-api Centre,",Restoran Melayu,Sabah,Kota Kinabalu
21696,AYAM MAHKOTA SAMAINDAH (BANDAR RIYAL),"Yeung Lok Coldstorage Sdn Bhd  Ground Floor Sublot 14,,Jln Mohd Musa, Bandar Riyal,",Pasar Mini,Sarawak,Kota Samarahan
21785,AZ BERANGAN ENTERPRISE (NEA MINI MART),"KG.NETING PENGKALAN KUBOR,,TUMPAT,",Pasar Mini,Kelantan,Tumpat
22144,AZ MINI MART,"LOT 60173 TINGKAT BAWAH WISMA KODIKA,KAMPUNG LOSONG HAJI MAT SHAFIE,",Kedai Runcit,Terengganu,Kuala Terengganu
609,AZALANNI BIN SENIN,"GERAI SETARA BARU,JALAN NIAGA,81900 KOTA TINGGI,JOHOR",Foodcourt,Johor,Kota Tinggi
20892,AZHAR & FAMILY FRESHMART,"NO. 24, TINGKAT BAWAH,,JALAN MEDAN BESERI,,KANGAR, PERLIS",Pasar Mini,Perlis,Padang Besar
21490,AZIEANA MAJU ENTERPRICE,"LOT 7935, TINGKAT BAWAH,,JALAN ZAPIN INDAH 4,,BANDAR INDERAPURA,",Kedai Runcit,Pahang,Jerantut
11033,AZIMAT TEGUH ENTERPRISE,"MTTK 404/ 05,KG LALOH,",Kedai Runcit,Kelantan,Kuala Krai
17659,AZREEN CAFE,"NO.3 GROUND FLOOR BANGUNAN YAYASAN SARAWAK, SRI AMAN,",Restoran India Muslim,Sarawak,Sri Aman
1452,AZW JAYA ENTERPRISE,"LOT 1169, BANDAR BARU JELI,BANDAR BARU JELI JALAN JELI-DABONG, JELI.,JALAN JELI-DABONG, JELI.",Kedai Runcit,Kelantan,Jeli
4586,AZWANI BT MOHAMED,"NO M-A KOMPLEKS TERATAI, KUALA LIPIS,27100 PADANG TENGKU,PAHANG,",Medan Selera,Pahang,Lipis
21050,AZYMART ENTERPRISE,"NO A-43,LORONG IM 15/19,BANDAR INDERA MAHKOTA",Pasar Mini,Pahang,Kuantan
17977,AZZURI MART,"PT 8073,JALAN TOK GURU HJ BAKAR,BANDAR BARU SATELIT ISLAM, PASIR TUMBUH,",Kedai Runcit,Kelantan,Kota Bharu
2612,B FAMILY MART SDN BHD,"NO. 159-168,LORONG DALAM 6,TAMAN DATO' LELA MAHARAJA,PEKAN CHEMBONG,71300 REMBAU,N.SEMBILAN",Pasar Raya / Supermarket,Negeri Sembilan,Rembau
18661,BABA DONA SUPERMART,"NO. 1, 2, 3 & 3A, PANTAI GALLERIA,JALAN PANTAI MURNI,",Pasar Mini,W.P. Kuala Lumpur,Lembah Pantai
17467,BAFANA ROASTERS,"NO. 1, JALAN DAGANGAN 2, PUSAT BANDAR BERTAM PERDANA, 13200, KEPALA BATAS,PULAU PINANG,",Restoran Melayu,Pulau Pinang,Seberang Perai Utara
16042,BAGAN LALANG IKAN BAKAR,"JALAN BAGAN LALANG,SUNGAI PUYU13020 BUTTERWORTH,",Restoran Melayu,Pulau Pinang,Seberang Perai Utara
18517,BAK KUT THE COTTAGE DELIGHT,"NO 4 JALAN PASAR,39100 BANDAR BARIU BARU BRINCHANG , CAMERON HIGHLAND,BANDAR BARIU BARU BRINCHANG,",Restoran Cina,Pahang,Cameron Highlands
17208,BALAN MINI MARKET,"NO 70A JALAN LAMA,PORT DICKSON, NEGERI SEMBILAN, MALAYSIA,",Pasar Mini,Negeri Sembilan,Port Dickson
3171,BALING MINI MARKET,"18-21, JALAN LIKU,09100 BALING KEDAH,",Pasar Mini,Kedah,Baling
21110,BAN ENG HUAT,"312-B,SIMPANG PASIR JENIANG,GURUN KEDAH DARUL AMAN",Pasar Mini,Kedah,Kuala Muda
18272,BAN YEOW SEAFOOD RESTAURANT,"BATU 49,JALAN PAKA,23000 DUNGUN",Restoran Cina,Terengganu,Dungun
2221,BANDAR BARU PULAU TIKUS,"LEBUHRAYA CANTONMENT,PULAU TIKUS,GEORGETOWN",Pasar Raya / Supermarket,Pulau Pinang,Timur Laut
4377,BANDAR PERDA MINIMARKET,"8, 10, LORONG PERDA UTAMA 4,BANDAR PERDA, 14000 BUKIT MERTAJAM, PULAU PINANG,",Pasar Mini,Pulau Pinang,Seberang Perai Tengah
